_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
116,A0804689,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,1/5/24,MED SEV,STRAY,OTC,,1/5/24,EUTH,U MED SEV,MED SEV,STORY RD / LUCRETIA AVE,SAN JOSE,1/7/24
117,A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,10/31/11,12 YEARS,11/22/23,DEAD,DISPO REQ,OTC,,11/22/23,DISPOSAL,,DEAD,,SAN JOSE,11/22/23
118,A0808604,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,10/31/11,12 YEARS,10/26/23,MED R,STRAY,OTC,,11/5/23,RTF,,FERAL,N 15TH ST X E JULIAN ST,SAN JOSE,11/5/23
119,A0810328,JACKSON,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,9/6/12,11 YEARS,12/19/23,DEAD,DISPO REQ,OTC,,12/19/23,DISPOSAL,,DEAD,,SAN JOSE,12/19/23
120,A0814729,MACHETE,DOG,BLACK,,DACHSHUND,NEUTERED,,NO AGE,6/19/24,HEALTHY,STRAY,OTC,,6/20/24,RTO,,HEALTHY,CIMARRON RIVER CT,SAN JOSE,6/20/24
121,A0815295,CHARITA,DOG,WHITE,BLACK,POODLE MIN,SPAYED,11/10/12,11 YEARS,10/29/23,MED M,STRAY,FIELD,,11/7/23,RTO,NOTICE,MED M,1100 BLOCK S 7TH,SAN JOSE,11/7/23
122,A0816088,PACO,DOG,BROWN,,DACHSHUND,MALE,,NO AGE,3/15/24,DEAD,DISPO REQ,OTC,,3/15/24,DISPOSAL,,DEAD,,SAN JOSE,3/15/24
123,A0817659,DUDLEY,DOG,BROWN,WHITE,CHIHUAHUA SH,NEUTERED,7/31/08,15 YEARS,11/12/23,MED SEV,DISPO REQ,OTC,,11/12/23,REQ EUTH,U MED SEV,MED SEV,WALNUT GROVE,SAN JOSE,11/12/23
124,A0819115,CARL,DOG,BLACK,WHITE,CHIHUAHUA SH,MALE,10/26/11,12 YEARS,3/24/24,MED M,CONFISCATE,POLICE,,4/16/24,RESCUE,MUTTVILLE,MED M,,LOS GATOS,4/16/24
125,A0819191,MIA,DOG,WHITE,BROWN,SHIH TZU,SPAYED,4/5/12,12 YEARS,10/26/23,MED R,STRAY,OTC,,10/27/23,RTO,,HEALTHY,KING RD / JESSICA WAY,SAN JOSE,10/27/23
126,A0823056,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,8/11/11,12 YEARS,8/8/23,MED R,STRAY,OTC,,8/18/23,RTF,,FERAL,SADDLEBROOK DR,SAN JOSE,8/18/23
127,A0823056,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,8/11/11,12 YEARS,3/5/24,MED SEV,STRAY,OTC,,3/7/24,EUTH,U MED SEV,MED SEV,SADDLEBROOK DRX MARJON BLVD,SAN JOSE,3/7/24
128,A0826193,POOKIE,CAT,PT-SEAL,,SIAMESE,SPAYED,7/12/04,19 YEARS,4/24/24,MED M,STRAY,FIELD,,4/24/24,RTO,MICROCHIP,MED M,KENLAND DR X SOUTHSIDE,SAN JOSE,4/24/24
129,A0826361,SUSHI,DOG,WHITE,,POODLE MIN,MALE,9/29/08,15 YEARS,1/19/24,DEAD,DISPO REQ,OTC OWNED,,1/19/24,DISPOSAL,,DEAD,,SAN JOSE,1/19/24
130,A0828804,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,8/5/23,DEAD,DISPO REQ,FIELD,,8/5/23,DISPOSAL,,DEAD,BLOCK OF MANTON,SAN JOSE,8/5/23
131,A0829175,BEHR,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,6/16/12,12 YEARS,4/11/24,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,6/25/24
132,A0829364,ORANGE,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,10/21/11,12 YEARS,7/21/23,MED R,STRAY,OTC,,7/21/23,RTO,NEXT DOOR,MED R,GLENROY DR/CEFALU DR,SAN JOSE,7/24/23
133,A0829933,LOLA,DOG,WHITE,,MALTESE,FEMALE,4/23/09,15 YEARS,6/18/24,MED R,STRAY,OTC,IP ADOPT,6/22/24,RTO,,,SALMON CREEK CT X SQUERI DR,SAN JOSE,6/22/24
134,A0831497,CODY,DOG,WHITE,BLACK,RAT TERRIER,NEUTERED,8/11/06,17 YEARS,12/9/23,DEAD,DISPO REQ,OTC,,12/9/23,DISPOSAL,,DEAD,,SAN JOSE,12/9/23
135,A0832715,G. C.,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,3/1/12,11 YEARS,11/24/23,MED SEV,STRAY,OTC,,11/24/23,EUTH,U MED SEV,MED SEV,MCGINESS AVE / SUSSEX DR,SAN JOSE,11/24/23
136,A0834764,DALLAS,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,11/24/12,10 YEARS,10/19/23,DEAD,DISPO REQ,OTC OWNED,,10/19/23,DISPOSAL,,DEAD,,SAN JOSE,10/19/23
137,A0838232,ZEUS,DOG,RED,,CHOW CHOW,NEUTERED,8/4/12,11 YEARS,2/18/24,HEALTHY,STRAY,FIELD,,2/20/24,RTO,MICROCHIP,HEALTHY,EDELWEISS DR / MEG DR,SAN JOSE,2/20/24
138,A0838420,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,12/27/23,MED SEV,STRAY,MEDVET,IP ADOPT,12/29/23,EUTH,U MED SEV,MED SEV,1600 BLOCK BOWLING GREEN X KING,SAN JOSE,12/29/23
139,A0839188,TYSON,DOG,BROWN,WHITE,PIT BULL,NEUTERED,5/1/12,12 YEARS,1/14/24,MED M,STRAY,OTC,IP ADOPT,5/17/24,EUTH,U CANCER,MED SEV,SAN IGNACIO AVE/GREAT OAKS,SAN JOSE,5/17/24
140,A0839188,TYSON,DOG,BROWN,WHITE,PIT BULL,NEUTERED,5/1/12,12 YEARS,11/22/23,HEALTHY,STRAY,OTC,,12/3/23,ADOPTION,WALK IN,,CURTNER AVE,SAN JOSE,12/3/23
141,A0839710,MICKEY,DOG,BLACK,TAN,YORKSHIRE TERR,NEUTERED,9/21/13,10 YEARS,9/21/23,DEAD,DISPO REQ,OTC OWNED,,9/21/23,DISPOSAL,,DEAD,,SAN JOSE,9/21/23
142,A0840366,PENNY,CAT,TORBI-DIL,,DOMESTIC MH,SPAYED,4/17/13,10 YEARS,1/2/24,MED SEV,STRAY,MEDVET,,1/10/24,EUTH,U MED SEV,MED SEV,YOSEMITE / SHENANDOAH,MILPITAS,3/7/24
143,A0841393,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,9/23/23,MED R,STRAY,OTC,,9/29/23,EUTH,U MED SEV,,AIELLO DR / UMBARGER RD,SAN JOSE,9/29/23
144,A0842077,BANDIT,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,5/20/08,15 YEARS,3/11/24,DEAD,DISPO REQ,OTC OWNED,,3/11/24,DISPOSAL,,DEAD,,SAN JOSE,3/11/24
145,A0848235,,CAT,TORBI-BRN,WHITE,DOMESTIC MH,SPAYED,10/28/12,11 YEARS,10/27/23,MED SEV,STRAY,OTC,,11/10/23,RTF,,FERAL,SANTA TERESA BLVD/SAN JOSE IGNACIO AVE,SAN JOSE,11/10/23
146,A0848980,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,11/9/23,MED SEV,STRAY,OTC,,11/9/23,EUTH,U MED EMRG,MED EMERG,OAKLAND AVE X STOWE AVE,SAN JOSE,11/9/23
147,A0849399,PRISCILLA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,4/7/12,12 YEARS,4/7/24,MED M,STRAY,FIELD,,,,,,E SAN ANTONIO ST /  S 31ST ST,SAN JOSE,6/22/24
148,A0849488,,CAT,GRAY,,DOMESTIC SH,NEUTERED,4/21/13,10 YEARS,1/17/24,MED SEV,STRAY,OTC,,1/19/24,EUTH,U MED SEV,MED SEV,N 21ST ST,SAN JOSE,3/7/24
149,A0850656,SASHA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,6/30/13,10 YEARS,9/26/23,AGGRESSIVE,OWNER SUR,FIELD,,9/26/23,REQ EUTH,U AGG BIU,BEH U,,SAN JOSE,9/26/23
150,A0851438,TOODLES,DOG,TAN,WHITE,MALTESE,MALE,12/12/12,11 YEARS,8/1/23,HEALTHY,STRAY,OTC,,8/2/23,RTO,MICROCHIP,HEALTHY,MONDIGO AVE,SAN JOSE,8/2/23
151,A0853199,,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,,NO AGE,5/30/24,DEAD,DISPO REQ,OTC,,5/30/24,DISPOSAL,,DEAD,1500 BLOCK SAN JOAQUIN AVE,SAN JOSE,5/30/24
152,A0868907,SCOOTER,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,9/1/12,11 YEARS,4/11/24,HEALTHY,OWNER SUR,OTC,,4/21/24,ADOPTION,,HEALTHY,,SAN JOSE,4/21/24
153,A0870454,REX,DOG,BLACK,TRICOLOR,SCHNAUZER MIN,NEUTERED,5/20/14,10 YEARS,5/20/24,HEALTHY,STRAY,OTC,,5/21/24,RTO,,,STORY RD X GRIFFITH ST,SAN JOSE,5/21/24
154,A0870468,TOBY,DOG,BROWN,WHITE,MALTESE,NEUTERED,10/4/12,11 YEARS,7/3/23,HEALTHY,STRAY,OTC,,8/28/23,RTO,,HEALTHY,SUGAR MAPLE DR X SNELL AVE,SAN JOSE,8/28/23
155,A0870591,HERCULES,DOG,FAWN,WHITE,BOXER,MALE,2/25/13,10 YEARS,11/6/23,DEAD,DISPO REQ,OTC OWNED,,11/6/23,DISPOSAL,,DEAD,,,11/6/23
156,A0871416,OREO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,5/16/13,11 YEARS,1/16/24,HEALTHY,OWNER SUR,OTC,,2/20/24,FOSTER,,HEALTHY,,MILPITAS,2/20/24
157,A0871416,OREO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,5/16/13,11 YEARS,3/19/24,HEALTHY,FOSTER,,,,,,,WILSON WAY/N MILPITAS BLVD,MILPITAS,5/21/24
158,A0873369,CANDY GIRL,DOG,BLACK,TAN,ROTTWEILER,SPAYED,7/1/13,10 YEARS,10/26/23,DEAD,DISPO REQ,OTC OWNED,,10/26/23,DISPOSAL,,DEAD,,SAN JOSE,10/26/23
159,A0874176,JOEY,DOG,TAN,,CHIHUAHUA SH,NEUTERED,11/10/10,13 YEARS,6/12/24,HEALTHY,STRAY,OTC,,6/12/24,RTO,,HEALTHY,NIEMAN BLVD / CALLE DE LAS FLORES,SAN JOSE,6/12/24
160,A0874939,ZOEY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,4/14/13,11 YEARS,12/7/23,MED R,OWNER SUR,OTC,,12/19/23,RESCUE,TAILSGRAY,MED R,,SAN JOSE,12/19/23
161,A0875451,ARIA,DOG,TAN,WHITE,LABRADOR RETR,SPAYED,6/20/13,11 YEARS,8/12/23,HEALTHY,STRAY,OTC,,8/12/23,RTO,,,CAMDEN AVE/ VIA VALIENTE,SAN JOSE,8/12/23
162,A0876407,FRASIER,DOG,WHITE,BLACK,FOX TERR SMOOTH,NEUTERED,2/3/13,11 YEARS,2/10/24,HEALTHY,STRAY,OTC,,2/12/24,RTO,WALK IN,HEALTHY,,SAN JOSE,2/12/24
163,A0876433,PAM,DOG,CREAM,,COCKER SPAN,SPAYED,8/18/13,10 YEARS,7/24/23,MED R,STRAY,MEDVET,,7/24/23,RTO,,MED R,1400 BLOCK BAHAMA WAY,SAN JOSE,7/24/23
164,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,8/25/11,12 YEARS,8/22/23,MED R,STRAY,OTC,,9/10/23,RTF,,FERAL,2700 BLOCK MONTEREY RD,SAN JOSE,9/10/23
165,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,8/25/11,12 YEARS,11/5/23,MED R,STRAY,OTC,,11/30/23,RTF,,DEAD,2700 BLOCK MONTEREY RD,SAN JOSE,11/30/23
166,A0877674,BOB,CAT,BLACK,,DOMESTIC SH,NEUTERED,8/25/11,12 YEARS,4/3/24,FERAL,STRAY,OTC,,4/3/24,FOSTER,,FERAL,MONTEREY RD /UMBARGER RD,SAN JOSE,4/3/24
167,A0878720,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,5/28/24,DEAD,STRAY,FIELD,,,,,,MONTEREY / CURTNER,SAN JOSE,5/28/24
168,A0879142,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,6/9/24,DEAD,DISPO REQ,FIELD,,6/9/24,DISPOSAL,,DEAD,JENNINGS X SINGLETON,SAN JOSE,6/9/24
169,A0879820,SONIA,DOG,CREAM,,CHIHUAHUA SH,SPAYED,10/30/13,10 YEARS,12/3/23,DEAD,DISPO REQ,OTC OWNED,,12/3/23,DISPOSAL,,DEAD,,SAN JOSE,12/3/23
170,A0880265,BORIS SWEET,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,9/20/13,10 YEARS,2/14/24,HEALTHY,CONFISCATE,EVICTION,,3/2/24,ADOPTION,,HEALTHY,,SAN JOSE,3/2/24
171,A0881187,WALLY,DOG,TAN,,POODLE MIN,NEUTERED,1/3/13,11 YEARS,12/13/23,HEALTHY,OWNER SUR,OTC,,12/19/23,FOSTER,,HEALTHY,,SAN JOSE,1/21/24
172,A0881187,WALLY,DOG,TAN,,POODLE MIN,NEUTERED,1/3/13,11 YEARS,1/23/24,HEALTHY,FOSTER,,,1/23/24,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,1/23/24
173,A0881620,DICKENS,DOG,WHITE,,MALTESE,NEUTERED,10/31/07,16 YEARS,9/11/23,MED M,STRAY,MEDVET,,9/11/23,RTO,,MED M,1100 BLK DEL CAMBRE ST,SAN JOSE,9/13/23
174,A0881715,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,2/14/14,10 YEARS,2/14/24,MED SEV,STRAY,OTC,,2/14/24,EUTH,U MED EMRG,MED EMERG,S 7TH ST X TULLY RD,SAN JOSE,2/14/24
175,A0882392,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,1/31/24,MED EMERG,STRAY,FIELD,,1/31/24,EUTH,U MED EMRG,MED EMERG,HOLLYWOOD AVE/ ROSE ST,SAN JOSE,1/31/24
176,A0882681,SAMMY,DOG,BLACK,TAN,MIN PINSCHER,NEUTERED,2/8/13,11 YEARS,7/11/23,HEALTHY,STRAY,OTC,,8/1/23,RESCUE,MUTTVILLE,HEALTHY,,SAN JOSE,8/1/23
177,A0883128,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,5/15/24,MED R,STRAY,OTC,,5/22/24,RTF,,FERAL,S MORRISON AVE/ PARK AVE,SAN JOSE,5/22/24
178,A0883227,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,11/3/23,DEAD,DISPO REQ,OTC,,11/3/23,DISPOSAL,,DEAD,SENTER RD / E CAPITOL EXPY,SAN JOSE,11/3/23
179,A0883967,CARROLL,DOG,BROWN,TAN,POODLE MIN,NEUTERED,4/10/13,11 YEARS,6/16/24,HEALTHY,STRAY,OTC,,6/17/24,RTO,WALK IN,HEALTHY,ALMDADEN EXPY,SAN JOSE,6/17/24
180,A0884007,ZIGGY,DOG,WHITE,,MALTESE,NEUTERED,9/8/10,13 YEARS,10/19/23,HEALTHY,FOSTER,,,10/19/23,FOSTER,,HEALTHY,,SAN JOSE,10/19/23
181,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,9/16/13,10 YEARS,11/2/23,HEALTHY,OWNER SUR,OTC,,11/8/23,FOSTER,,,,SAN JOSE,11/8/23
182,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,9/16/13,10 YEARS,11/21/23,HEALTHY,FOSTER,,,11/24/23,FOSTER,,,,SAN JOSE,12/4/23
183,A0886220,SONNY BOY,DOG,BLACK,WHITE,SHIH TZU,NEUTERED,9/16/13,10 YEARS,12/8/23,HEALTHY,FOSTER,,,1/23/24,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,1/23/24
184,A0886232,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,5/16/24,MED SEV,STRAY,OTC,,5/16/24,EUTH,U MED SEV,MED SEV,1600 BLK CRANE CT / BERING DR,SAN JOSE,5/16/24
185,A0886835,,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,12/22/23,MED SEV,STRAY,OTC,,12/22/23,EUTH,U MED SEV,MED SEV,2700 BLOCK FLORENCE AVE/ S CAPITOL AVE,SAN JOSE,12/22/23
186,A0886889,BO,DOG,TAN,WHITE,SIBERIAN HUSKY,NEUTERED,5/8/13,11 YEARS,4/13/24,MED R,STRAY,OTC,IP ADOPT,4/20/24,FOSTER,,MED R,OLD PIEDMONT RD,SAN JOSE,4/20/24
187,A0886889,BO,DOG,TAN,WHITE,SIBERIAN HUSKY,NEUTERED,5/8/13,11 YEARS,5/6/24,HEALTHY,FOSTER,,,5/6/24,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,5/6/24
188,A0887586,ALLISON,DOG,BLACK,WHITE,PIT BULL,SPAYED,9/16/11,12 YEARS,9/9/23,HEALTHY,STRAY,OTC,,9/11/23,RTO,WALK IN,HEALTHY,PESCADERO DR X CAHALAN AVE,SAN JOSE,9/11/23
189,A0887892,,CAT,TABBY-BRN,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,3/1/24,DEAD,DISPO REQ,OTC,,3/1/24,DISPOSAL,,DEAD,E HEDDING ST / N 8TH ST,SAN JOSE,3/1/24
190,A0890855,BOXER,DOG,BROWN,WHITE,ENG BULLDOG,MALE,11/11/13,10 YEARS,6/15/24,HEALTHY,STRAY,OTC,,6/25/24,FOSTER,,HEALTHY,CHRISTOPHER ST/KING RD,SAN JOSE,6/25/24
191,A0891115,,CAT,BLACK,WHITE,DOMESTIC LH,NEUTERED,,NO AGE,7/20/23,DEAD,DISPO REQ,OTC OWNED,,7/20/23,DISPOSAL,,DEAD,,SAN JOSE,7/20/23
192,A0891467,ANUBIS,DOG,WHITE,BRINDLE-BN,BULL TERRIER,NEUTERED,3/27/11,13 YEARS,10/29/23,MED R,STRAY,OTC,,11/7/23,RTO,NOTICE,MED R,SHERMAN ST/HUMBOLDT ST,SAN JOSE,11/7/23
193,A0892960,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,1/3/24,DEAD,DISPO REQ,OTC,,1/3/24,DISPOSAL,,DEAD,KENOGA DR/SHELOCK DR,SAN JOSE,1/3/24
194,A0893655,BUDDY,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,1/16/21,3 YEARS,1/14/24,HEALTHY,CONFISCATE,POLICE,,1/18/24,RTO,WALK IN,HEALTHY,,SAN JOSE,1/18/24
195,A0896263,,CAT,BLACK,,DOMESTIC MH,SPAYED,,NO AGE,12/20/23,DEAD,DISPO REQ,OTC,,12/20/23,DISPOSAL,,DEAD,HELLYER PL/STOWE AVE,SAN JOSE,12/29/23
196,A0896514,PENNY,DOG,RED,,DACHSHUND LH,SPAYED,5/19/10,13 YEARS,3/3/24,DEAD,DISPO REQ,OTC,,3/3/24,DISPOSAL,,DEAD,,SAN JOSE,3/3/24
197,A0896517,HANSEL,DOG,TAN,,POMERANIAN,NEUTERED,7/16/14,9 YEARS,11/5/23,HEALTHY,RETURN,OTC,,11/12/23,ADOPTION,WEBSITE,HEALTHY,,SAN JOSE,11/12/23
198,A0896517,HANSEL,DOG,TAN,,POMERANIAN,NEUTERED,7/16/14,9 YEARS,7/13/23,HEALTHY,STRAY,OTC,,7/29/23,ADOPTION,,HEALTHY,S 22ND STREET / E SAN ANTONIO STREET,,11/12/23
199,A0898982,BAXTER,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,5/5/12,12 YEARS,4/30/24,MED R,STRAY,OTC,,5/16/24,RESCUE,MUTTVILLE,MED R,E BROKAW RD X ZANKER RD,SAN JOSE,5/16/24
200,A0899257,SPIRIT,CAT,BLACK,,DOMESTIC SH,SPAYED,4/27/14,10 YEARS,6/17/24,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,6/27/24
201,A0899707,PENNY,CAT,GRAY,,DOMESTIC SH,FEMALE,2/11/11,13 YEARS,1/6/24,DEAD,DISPO REQ,OTC OWNED,,2/29/24,DISPOSAL,,DEAD,,SAN JOSE,2/29/24
202,A0901409,,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,9/5/10,13 YEARS,9/5/23,MED M,STRAY,MEDVET,,9/7/23,EUTH,U MED SEV,MED SEV,300 BLK PRINAVERA DR,SAN JOSE,9/11/23
203,A0902955,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,3/1/13,11 YEARS,2/29/24,MED EMERG,STRAY,MEDVET,,3/2/24,EUTH,U MED SEV,DEAD,2200 BLOCK SENTER RD,SAN JOSE,3/3/24
204,A0904444,BONNIE,DOG,WHITE,,MALTESE,NEUTERED,1/12/12,12 YEARS,2/2/24,DEAD,DISPO REQ,OTC OWNED,,2/2/24,DISPOSAL,,DEAD,,SAN JOSE,2/2/24
205,A0905281,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,4/15/24,MED SEV,STRAY,OTC,,4/15/24,EUTH,U MED SEV,MED SEV,2700 BLK MONTEREY RD / UMBARGER RD,SAN JOSE,4/15/24
206,A0905287,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,12/8/23,MED EMERG,STRAY,OTC,,12/8/23,EUTH,U MED EMRG,MED EMERG,PACIFIC RIM LN X YERBA BUENA AVE,SAN JOSE,12/8/23
207,A0906292,CHUCKIE,DOG,WHITE,,POODLE MIN,NEUTERED,1/22/12,12 YEARS,1/12/24,MED R,STRAY,FIELD,,1/14/24,RTO,MICROCHIP,MED R,2000 BLOCK EMORY ST,SAN JOSE,1/14/24
208,A0907117,BROCKS,DOG,BLACK,TAN,CHIHUAHUA LH,NEUTERED,7/31/07,16 YEARS,3/15/24,MED M,STRAY,OTC,,3/19/24,RTO,,,ALMADEN EXPY/CAMDEN AVE,SAN JOSE,3/19/24
209,A0909899,CHARLIE,DOG,WHITE,TAN,MALTESE,NEUTERED,4/10/14,10 YEARS,3/25/24,HEALTHY,STRAY,OTC,,3/25/24,FOSTER,,HEALTHY,MANDARIN WAY/CATHAY,SAN JOSE,3/25/24
210,A0909899,CHARLIE,DOG,WHITE,TAN,MALTESE,NEUTERED,4/10/14,10 YEARS,3/26/24,HEALTHY,FOSTER,,,3/26/24,RTO,,HEALTHY,,SAN JOSE,3/26/24
211,A0910001,NEMO,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,4/28/14,10 YEARS,12/22/23,MED R,OWNER SUR,OTC,,1/26/24,RESCUE,KITCAT,,,SAN JOSE,1/26/24
212,A0910703,DAPHNE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,4/18/14,10 YEARS,11/29/23,MED M,OWNER SUR,OTC,,1/5/24,ADOPTION,,MED M,,MILPITAS,1/5/24
213,A0910703,DAPHNE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,4/18/14,10 YEARS,11/29/23,MED M,STRAY,OTC,,11/29/23,RTO,SURRENDER,MED M,1100 BLOCK CHAMPAGNE LN X SUNCREST AVE,SAN JOSE,11/29/23
214,A0913110,,CAT,BLACK,,DOMESTIC SH,NEUTERED,7/31/14,9 YEARS,9/13/23,MED R,STRAY,OTC,,9/15/23,RTF,,HEALTHY,14600 BLOCK OKA RD,LOS GATOS,9/15/23
215,A0914116,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,6/21/24,MED R,STRAY,OTC,,6/21/24,EUTH,U MED SEV,MED EMERG,BELMONT AVE/ MINNESOTA AVE,SAN JOSE,6/22/24
216,A0915000,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,3/30/24,MED R,STRAY,FIELD,,4/3/24,EUTH,U MED SEV,MED SEV,HOLY CON CIR X BRANHAM LN,SAN JOSE,4/3/24
217,A0916586,,CAT,BLACK,,DOMESTIC SH,NEUTERED,5/24/14,10 YEARS,6/22/24,MED R,STRAY,OTC,IP ADOPT,,,,,ANGIE AVE,SAN JOSE,6/24/24
218,A0917201,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,10/6/23,MED SEV,STRAY,OTC,,10/6/23,EUTH,U CANCER,MED SEV,SKYWAY DR/HOUNDSHAVEN WAY,SAN JOSE,10/6/23
219,A0917415,BARNEY,DOG,BROWN,GOLD,YORKSHIRE TERR,NEUTERED,,NO AGE,5/31/24,MED R,STRAY,OTC,,5/31/24,RTO,,MED R,CAYUGA CT/CAYUGA DR,SAN JOSE,5/31/24
220,A0919056,FREUDE,DOG,SABLE,,GERM SHEPHERD,SPAYED,10/14/13,10 YEARS,3/14/24,DEAD,DISPO REQ,FIELD,,3/14/24,DISPOSAL,,DEAD,,SAN JOSE,3/14/24
221,A0919873,TED,DOG,WHITE,CREAM,POODLE MIN,NEUTERED,10/21/11,12 YEARS,10/16/23,MED M,STRAY,OTC,,10/17/23,RTO,,MED M,MERIDIAN AVE X FRUITDALE,SAN JOSE,10/17/23
222,A0922044,VADAR,CAT,BLACK,,DOMESTIC LH,SPAYED,1/30/14,10 YEARS,1/25/24,MED SEV,STRAY,OTC,,2/25/24,RTF,,,LAVONA DR / RUSSO DR,SAN JOSE,2/25/24
223,A0923181,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,4/26/24,MED SEV,STRAY,OTC,,4/26/24,EUTH,,MED SEV,GARRISON CIR X HAYES AVE,SAN JOSE,4/26/24
224,A0925349,,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,12/3/11,11 YEARS,10/12/23,DEAD,DISPO REQ,OTC,,10/12/23,DISPOSAL,,DEAD,,COUNTY,10/12/23
225,A0925721,DIABLO,DOG,BLACK,BROWN,DOBERMAN PINSCH,MALE,11/29/13,9 YEARS,10/20/23,DEAD,DISPO REQ,OTC,,10/20/23,DISPOSAL,,DEAD,DUNDEE CT,SAN JOSE,10/20/23
226,A0925850,,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,8/9/14,9 YEARS,12/22/23,DEAD,DISPO REQ,FIELD,,,,,,N STELLING X GARDENA DR,CUPERTINO,12/22/23
227,A0930382,JONESY,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,5/21/14,9 YEARS,8/1/23,DEAD,STRAY,OTC,,8/14/23,DISPOSAL,,DEAD,BASCOM AVENUE / MAYWOOD,SAN JOSE,8/14/23
228,A0931543,COOKIE,DOG,GOLD,,PIT BULL,FEMALE,6/28/14,9 YEARS,4/10/24,DEAD,DISPO REQ,OTC OWNED,,4/10/24,DISPOSAL,,DEAD,,SAN JOSE,4/10/24
229,A0932236,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,6/13/24,MED SEV,STRAY,OTC,,6/13/24,EUTH,U CANCER,MED SEV,S 22ND ST,SAN JOSE,6/13/24
230,A0933186,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,10/4/23,DEAD,DISPO REQ,OTC,,10/4/23,DISPOSAL,,DEAD,KELLY DR/PARKFIELD AVE,SAN JOSE,10/4/23
